City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
225,Chato,TZ,-2.6378,31.7669,68.29,84,100,3.06,light rain,2022-10-16 04:23:03
226,Portland,US,45.5234,-122.6762,78.75,38,0,11.99,clear sky,2022-10-16 04:18:47
227,Erzurum,TR,40.0,41.5,44.28,83,82,3.33,broken clouds,2022-10-16 04:23:04
228,Nisia Floresta,BR,-6.0911,-35.2086,72.41,92,67,9.24,broken clouds,2022-10-16 04:23:05
229,Orbetello,IT,42.4408,11.2196,55.42,80,50,6.04,scattered clouds,2022-10-16 04:23:05
230,Taltal,CL,-25.4,-70.4833,57.88,83,12,1.21,few clouds,2022-10-16 04:20:20
231,Juneau,US,58.3019,-134.4197,57.11,100,75,0.0,fog,2022-10-16 04:23:13
232,Dakar,SN,14.6937,-17.4441,77.88,75,0,11.16,clear sky,2022-10-16 04:24:07
233,Katsuura,JP,35.1333,140.3,75.22,67,17,10.74,few clouds,2022-10-16 04:24:07
234,Kibala,TD,9.1104,18.3463,71.55,93,100,4.0,overcast clouds,2022-10-16 04:24:08
235,Marquette,US,46.5333,-87.6335,38.34,87,100,8.99,overcast clouds,2022-10-16 04:24:08
236,Houma,US,29.5958,-90.7195,66.99,95,0,3.44,clear sky,2022-10-16 04:24:09
237,Kashi,CN,39.4547,75.9797,63.61,23,0,6.71,clear sky,2022-10-16 04:24:09
238,Gladstone,AU,-23.85,151.25,76.78,69,100,13.8,overcast clouds,2022-10-16 04:24:10
239,Kamenka,RU,51.3223,42.7678,36.1,76,42,2.95,scattered clouds,2022-10-16 04:24:10
240,North Branch,US,45.5113,-92.9802,48.34,76,100,7.0,overcast clouds,2022-10-16 04:24:11
241,Necochea,AR,-38.5473,-58.7368,46.02,85,0,10.36,clear sky,2022-10-16 04:24:11
242,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.23,73,52,4.52,broken clouds,2022-10-16 04:24:12
243,Kapit,MY,2.0167,112.9333,93.11,50,75,1.97,broken clouds,2022-10-16 04:24:12
244,Bilokurakyne,UA,49.5341,38.7307,36.88,75,56,6.38,broken clouds,2022-10-16 04:24:13
245,Wanaka,NZ,-44.7,169.15,56.57,67,100,5.97,overcast clouds,2022-10-16 04:22:00
246,Pangnirtung,CA,66.1451,-65.7125,37.67,94,100,3.51,overcast clouds,2022-10-16 04:24:13
247,Fairbanks,US,64.8378,-147.7164,32.09,79,0,5.75,clear sky,2022-10-16 04:20:02
248,Puri,IN,19.8,85.85,86.52,72,5,7.63,clear sky,2022-10-16 04:22:16
249,Kodiak,US,57.79,-152.4072,49.51,81,100,9.22,overcast clouds,2022-10-16 04:24:15
250,San Juan,AR,-31.5375,-68.5364,62.94,21,0,3.67,clear sky,2022-10-16 04:24:15
251,Fortuna,US,40.5982,-124.1573,57.54,90,100,0.0,overcast clouds,2022-10-16 04:24:16
252,Acapulco,MX,16.8634,-99.8901,82.22,78,75,2.3,broken clouds,2022-10-16 04:20:24
253,Vardo,NO,70.3705,31.1107,46.38,87,100,17.27,overcast clouds,2022-10-16 04:24:17
254,Sokolo,ML,14.7328,-6.1219,82.17,53,58,3.78,broken clouds,2022-10-16 04:24:18
255,Arman,RU,59.7,150.1667,32.02,46,36,2.68,scattered clouds,2022-10-16 04:24:18
256,Tolaga Bay,NZ,-38.3667,178.3,58.93,67,100,12.1,overcast clouds,2022-10-16 04:24:19
257,Merrill,US,45.1805,-89.6835,41.72,84,100,6.91,overcast clouds,2022-10-16 04:24:20
258,Ngunguru,NZ,-35.6167,174.5,64.13,56,6,12.77,clear sky,2022-10-16 04:24:20
259,Motygino,RU,58.1831,94.7592,37.71,55,72,6.49,broken clouds,2022-10-16 04:21:20
260,Humberto De Campos,BR,-2.5983,-43.4611,76.1,86,3,5.82,clear sky,2022-10-16 04:24:21
261,Northam,GB,51.0333,-4.2167,51.62,88,25,11.05,scattered clouds,2022-10-16 04:24:21
262,Marmarion,GR,38.0484,24.3204,63.52,78,100,25.19,overcast clouds,2022-10-16 04:24:22
263,Kerchevskiy,RU,59.946,56.2884,34.3,94,85,4.43,overcast clouds,2022-10-16 04:24:22
264,Shimanovsk,RU,52.0,127.7,42.85,50,80,6.04,light rain,2022-10-16 04:24:23
265,Talcahuano,CL,-36.7167,-73.1167,51.48,87,0,10.36,clear sky,2022-10-16 04:24:23
266,Richards Bay,ZA,-28.783,32.0377,67.32,74,77,3.0,broken clouds,2022-10-16 04:24:24
267,Clyde River,CA,70.4692,-68.5914,41.23,75,0,33.38,clear sky,2022-10-16 04:24:24
268,Wad Rawah,SD,15.1603,33.1397,82.81,38,7,4.88,clear sky,2022-10-16 04:24:25
269,Anadyr,RU,64.75,177.4833,25.3,79,40,11.18,scattered clouds,2022-10-16 04:24:25
270,Tabuk,PH,17.4189,121.4443,76.69,90,100,4.99,light rain,2022-10-16 04:24:26
271,Biak,ID,-0.9131,122.8766,84.16,69,68,4.85,broken clouds,2022-10-16 04:24:26
272,Torrington,US,41.8007,-73.1212,55.49,84,33,4.07,scattered clouds,2022-10-16 04:24:27
273,Septemvri,BG,42.2167,24.1,46.83,88,0,2.75,clear sky,2022-10-16 04:24:28
274,Coari,BR,-4.085,-63.1414,73.26,99,100,2.46,light rain,2022-10-16 04:24:29
275,Kitgum,UG,3.2783,32.8867,67.53,88,92,2.01,overcast clouds,2022-10-16 04:24:29
276,Constitucion,CL,-35.3333,-72.4167,54.79,69,36,7.81,scattered clouds,2022-10-16 04:24:30
277,Ulladulla,AU,-35.35,150.4667,63.45,72,88,11.77,overcast clouds,2022-10-16 04:25:30
278,Nuuk,GL,64.1835,-51.7216,38.01,52,78,6.91,broken clouds,2022-10-16 04:25:31
279,Ko Samui,TH,9.5357,99.9357,84.11,74,40,8.05,scattered clouds,2022-10-16 04:25:31
280,Yulara,AU,-25.2406,130.9889,93.04,24,0,11.5,haze,2022-10-16 04:25:32
281,Menongue,AO,-14.6585,17.691,63.12,75,89,3.74,overcast clouds,2022-10-16 04:25:32
282,Vuktyl,RU,63.8567,57.3094,35.62,93,100,2.8,light rain,2022-10-16 04:25:33
283,Powell River,CA,49.8496,-124.5361,61.09,62,40,1.59,scattered clouds,2022-10-16 04:25:33
284,Moranbah,AU,-22.0016,148.0466,91.2,32,17,1.07,few clouds,2022-10-16 04:25:34
285,Touros,BR,-5.1989,-35.4608,75.72,84,69,15.95,broken clouds,2022-10-16 04:25:35
286,Maniitsoq,GL,65.4167,-52.9,34.56,60,99,10.54,overcast clouds,2022-10-16 04:25:35
287,Mariental,NA,-24.6333,17.9667,68.63,54,93,10.04,overcast clouds,2022-10-16 04:25:36
288,Khatanga,RU,71.9667,102.5,24.28,90,100,12.73,overcast clouds,2022-10-16 04:25:36
289,Skibbereen,IE,51.55,-9.2667,47.62,64,10,2.57,clear sky,2022-10-16 04:25:37
290,Cangzhou,CN,38.3167,116.8667,64.0,28,17,17.58,few clouds,2022-10-16 04:25:37
291,Cherskiy,RU,68.75,161.3,12.85,95,100,8.12,overcast clouds,2022-10-16 04:25:38
292,Pochutla,MX,15.7432,-96.4661,77.83,93,97,3.62,overcast clouds,2022-10-16 04:25:38
293,Tawang,IN,27.5833,91.8667,62.44,23,0,6.04,clear sky,2022-10-16 04:25:39
294,Kenai,US,60.5544,-151.2583,40.14,80,0,9.22,clear sky,2022-10-16 04:25:39
295,Meiganga,CM,6.5167,14.3,65.3,95,100,1.92,overcast clouds,2022-10-16 04:25:40
296,Byron Bay,AU,-28.65,153.6167,70.95,72,42,8.57,scattered clouds,2022-10-16 04:25:40
297,Crystal Beach,CA,42.8699,-79.0583,49.98,72,28,9.22,scattered clouds,2022-10-16 04:25:41
298,Saint-Augustin,CA,51.226,-58.6502,48.09,84,100,2.37,overcast clouds,2022-10-16 04:25:41
299,Mamallapuram,IN,12.6264,80.1722,87.85,69,12,4.07,few clouds,2022-10-16 04:25:42
300,Puerto Ayacucho,VE,5.6639,-67.6236,75.83,91,92,2.64,overcast clouds,2022-10-16 04:25:42
301,Broken Hill,AU,-31.95,141.4333,72.32,30,36,6.58,scattered clouds,2022-10-16 04:25:43
302,Puerto Narino,CO,-3.7703,-70.3831,72.03,99,100,2.66,overcast clouds,2022-10-16 04:25:43
303,Hamilton,US,39.1834,-84.5333,49.75,68,0,0.0,clear sky,2022-10-16 04:25:44
304,Erzin,TR,36.9559,36.2,66.25,55,86,6.26,overcast clouds,2022-10-16 04:25:44
305,Lingao,CN,19.9103,109.6859,79.83,49,76,13.27,broken clouds,2022-10-16 04:25:45
306,Ukiah,US,39.1502,-123.2078,60.44,86,0,5.75,clear sky,2022-10-16 04:25:46
307,Dingle,PH,10.9995,122.6711,82.02,79,100,11.81,overcast clouds,2022-10-16 04:25:46
308,Souillac,MU,-20.5167,57.5167,73.78,73,40,11.5,scattered clouds,2022-10-16 04:25:47
309,Alyangula,AU,-13.8483,136.4192,87.58,56,92,9.33,overcast clouds,2022-10-16 04:25:47
310,Georgetown,MY,5.4112,100.3354,78.73,94,40,4.61,scattered clouds,2022-10-16 04:24:43
311,Semnan,IR,35.5729,53.3971,71.44,17,0,4.61,clear sky,2022-10-16 04:25:48
312,Binika,IN,21.0333,83.8,81.95,78,9,5.12,clear sky,2022-10-16 04:25:48
313,Maicao,CO,11.3832,-72.2432,77.43,88,73,6.82,broken clouds,2022-10-16 04:25:49
314,Vaitape,PF,-16.5167,-151.75,79.0,75,52,17.05,light rain,2022-10-16 04:25:49
315,Codajas,BR,-3.8367,-62.0569,72.61,96,100,1.59,overcast clouds,2022-10-16 04:25:50
316,San Angelo,US,31.4638,-100.437,80.82,54,0,8.01,clear sky,2022-10-16 04:23:52
317,Saint Anthony,US,45.0205,-93.218,49.15,65,100,12.66,overcast clouds,2022-10-16 04:25:51
318,Canyon,US,34.9803,-101.9188,65.68,49,42,6.85,scattered clouds,2022-10-16 04:25:51
319,Ossora,RU,59.2353,163.0719,37.42,59,75,3.42,broken clouds,2022-10-16 04:25:52
320,Waipawa,NZ,-41.4122,175.5153,54.12,63,90,6.42,overcast clouds,2022-10-16 04:25:52
321,Panguna,PG,-6.3164,155.4848,75.69,85,84,1.25,moderate rain,2022-10-16 04:25:53
322,Bongandanga,CD,1.5,21.05,67.14,99,98,2.48,overcast clouds,2022-10-16 04:22:21
323,Hambantota,LK,6.1241,81.1185,84.13,68,77,15.55,broken clouds,2022-10-16 04:25:54
324,Sault Sainte Marie,CA,46.5168,-84.3333,40.82,85,100,11.5,overcast clouds,2022-10-16 04:25:55
325,Barra Dos Coqueiros,BR,-10.9089,-37.0386,77.02,69,20,10.36,few clouds,2022-10-16 04:26:56
326,Laguna,US,38.421,-121.4238,63.45,81,0,12.66,clear sky,2022-10-16 04:26:56
327,Berlevag,NO,70.8578,29.0864,46.4,81,100,12.66,overcast clouds,2022-10-16 04:26:57
328,Limbdi,IN,22.5667,71.8,85.3,34,68,6.42,broken clouds,2022-10-16 04:26:58
329,Bubaque,GW,11.2833,-15.8333,82.15,74,85,8.61,overcast clouds,2022-10-16 04:26:58
330,Esperance,AU,-33.8667,121.9,72.43,51,74,5.26,broken clouds,2022-10-16 04:26:59
331,Tarauaca,BR,-8.1614,-70.7656,71.38,98,55,2.46,broken clouds,2022-10-16 04:26:59
332,Hammerfest,NO,70.6634,23.6821,46.85,81,100,4.61,overcast clouds,2022-10-16 04:26:59
333,Jiaonan,CN,35.8786,119.9753,70.75,55,72,8.81,broken clouds,2022-10-16 04:27:00
334,Dumas,US,35.8656,-101.9732,61.54,47,0,9.22,clear sky,2022-10-16 04:27:00
335,Estelle,US,29.8458,-90.1067,73.99,80,0,5.75,clear sky,2022-10-16 04:27:01
336,Palmer,US,42.1584,-72.3287,54.18,91,0,0.0,clear sky,2022-10-16 04:27:02
337,Mbouda,CM,5.6258,10.2552,59.59,93,100,1.66,overcast clouds,2022-10-16 04:27:02
338,Muheza,TZ,-5.1667,38.7833,72.72,76,100,2.71,overcast clouds,2022-10-16 04:27:03
339,Belyy Yar,RU,53.6039,91.3903,33.69,69,0,2.24,clear sky,2022-10-16 04:27:03
340,Antalaha,MG,-14.9003,50.2788,72.18,70,44,4.54,light rain,2022-10-16 04:27:04
341,Naryan-Mar,RU,67.6713,53.087,41.0,91,99,7.38,overcast clouds,2022-10-16 04:27:04
342,Asuncion Nochixtlan,MX,17.4667,-97.2333,55.56,98,97,5.06,overcast clouds,2022-10-16 04:27:05
343,Itoman,JP,26.1247,127.6694,87.82,68,75,20.71,broken clouds,2022-10-16 04:27:05
344,Goderich,CA,43.7501,-81.7165,50.92,57,89,17.27,overcast clouds,2022-10-16 04:27:06
345,Singaraja,ID,-8.112,115.0882,85.08,72,99,2.21,overcast clouds,2022-10-16 04:27:06
346,Deniliquin,AU,-35.5333,144.9667,66.74,45,52,8.84,broken clouds,2022-10-16 04:27:07
347,Cowra,AU,-33.8333,148.6833,62.26,62,100,8.41,overcast clouds,2022-10-16 04:27:08
348,Dunedin,NZ,-45.8742,170.5036,52.84,84,84,3.91,broken clouds,2022-10-16 04:27:08
349,Windsor,CA,42.3001,-83.0165,50.11,68,0,9.22,clear sky,2022-10-16 04:25:01
350,Verkh-Usugli,RU,52.7,115.1667,37.87,30,7,8.28,clear sky,2022-10-16 04:27:09
351,Coldingham,GB,55.8868,-2.157,44.58,77,64,25.5,broken clouds,2022-10-16 04:27:10
352,Camana,PE,-16.6228,-72.7111,62.1,79,6,6.62,clear sky,2022-10-16 04:27:10
353,Maningrida,AU,-12.0667,134.2667,90.63,52,71,13.15,broken clouds,2022-10-16 04:27:11
354,Urusha,RU,54.05,122.9,33.15,69,94,11.74,overcast clouds,2022-10-16 04:27:11
355,Galesong,ID,-5.3166,119.3661,86.02,66,99,0.51,overcast clouds,2022-10-16 04:27:12
356,Mantua,IT,45.1667,10.7833,63.64,84,100,1.99,overcast clouds,2022-10-16 04:23:14
357,Mount Hagen,PG,-5.8581,144.2274,79.56,41,20,11.5,haze,2022-10-16 04:27:13
358,Haines Junction,CA,60.7522,-137.5108,49.95,66,95,11.5,overcast clouds,2022-10-16 04:27:13
359,Strelka,RU,58.0728,93.0344,37.09,61,80,8.86,broken clouds,2022-10-16 04:27:14
360,Sur,OM,22.5667,59.5289,84.51,27,16,4.59,few clouds,2022-10-16 04:27:15
361,Mutis,CO,6.2262,-77.4044,77.13,90,100,6.11,moderate rain,2022-10-16 04:27:15
362,Maceio,BR,-9.6658,-35.7353,72.84,88,40,2.3,scattered clouds,2022-10-16 04:27:16
363,Talnakh,RU,69.4865,88.3972,31.21,92,100,9.48,light snow,2022-10-16 04:27:16
364,Santiago Del Estero,AR,-27.7951,-64.2615,58.37,70,0,7.74,clear sky,2022-10-16 04:27:17
365,Agua Verde,MX,22.9,-106.05,77.09,80,2,6.64,clear sky,2022-10-16 04:27:17
366,General Roca,AR,-39.0333,-67.5833,59.63,34,16,11.05,few clouds,2022-10-16 04:27:18
367,Barbastro,ES,42.0356,0.1269,64.94,63,22,3.83,few clouds,2022-10-16 04:27:18
368,Tiksi,RU,71.6872,128.8694,23.0,83,100,22.17,overcast clouds,2022-10-16 04:27:19
369,Lumphat,KH,13.4878,106.9816,82.9,71,100,3.06,overcast clouds,2022-10-16 04:27:19
370,Bud,US,39.447,-86.1758,47.14,81,58,5.64,broken clouds,2022-10-16 04:27:20
371,Rancho Palos Verdes,US,33.7445,-118.387,68.07,87,35,5.99,scattered clouds,2022-10-16 04:28:21
372,Sitka,US,57.0531,-135.33,57.09,88,75,5.75,broken clouds,2022-10-16 04:28:22
373,Champerico,GT,14.3,-91.9167,79.0,86,100,4.9,overcast clouds,2022-10-16 04:28:22
374,Elizabeth City,US,36.2946,-76.2511,63.01,79,0,11.5,clear sky,2022-10-16 04:28:23
375,Isetskoye,RU,56.4858,65.3226,44.44,78,99,5.66,overcast clouds,2022-10-16 04:28:24
376,Dubendorf,CH,47.3972,8.6187,58.48,91,40,3.0,mist,2022-10-16 04:28:05
377,Bani,DO,18.2833,-70.3333,76.44,82,34,5.57,scattered clouds,2022-10-16 04:28:25
378,Half Moon Bay,US,37.4636,-122.4286,63.45,86,100,8.05,mist,2022-10-16 04:28:25
379,Korla,CN,41.7597,86.1469,63.0,20,7,3.71,clear sky,2022-10-16 04:28:26
380,North Platte,US,41.1239,-100.7654,53.49,67,0,8.05,clear sky,2022-10-16 04:26:37
381,Vila Velha,BR,-20.3297,-40.2925,69.94,88,40,5.75,scattered clouds,2022-10-16 04:28:27
382,Keti Bandar,PK,24.1447,67.4497,85.08,50,79,13.35,broken clouds,2022-10-16 04:28:27
383,Kudahuvadhoo,MV,2.6708,72.8944,80.26,79,96,17.78,light rain,2022-10-16 04:28:28
384,Vyartsilya,RU,62.1764,30.693,49.6,100,95,9.1,overcast clouds,2022-10-16 04:28:29
385,Grindavik,IS,63.8424,-22.4338,36.07,75,75,32.21,broken clouds,2022-10-16 04:28:29
386,Sigli,ID,5.3848,95.9609,81.97,69,100,8.21,overcast clouds,2022-10-16 04:28:30
387,Palu,ID,-0.8917,119.8707,87.75,71,89,3.65,heavy intensity rain,2022-10-16 04:28:30
388,Jaque,PA,7.5175,-78.1703,76.66,92,98,3.38,light rain,2022-10-16 04:28:31
389,Acarau,BR,-2.8856,-40.12,78.64,80,8,17.09,clear sky,2022-10-16 04:28:31
390,Ilheus,BR,-14.7889,-39.0494,70.43,91,53,7.18,broken clouds,2022-10-16 04:28:32
391,Leshukonskoye,RU,64.8989,45.7622,41.25,97,100,4.5,overcast clouds,2022-10-16 04:28:32
392,Maridi,SS,4.9158,29.4742,68.9,89,100,1.5,light rain,2022-10-16 04:28:33
393,Xichang,CN,27.8964,102.2634,58.06,68,100,3.04,overcast clouds,2022-10-16 04:28:33
394,Cuamba,MZ,-14.8031,36.5372,70.72,56,20,6.15,few clouds,2022-10-16 04:28:34
395,Lavrentiya,RU,65.5833,-171.0,30.38,81,99,19.24,overcast clouds,2022-10-16 04:28:34
396,Soe,ID,-9.8607,124.284,87.26,38,91,11.43,overcast clouds,2022-10-16 04:28:35
397,Vytegra,RU,61.0064,36.4481,46.18,87,100,7.92,overcast clouds,2022-10-16 04:28:35
398,Filiatra,GR,37.15,21.5833,65.55,64,0,6.55,clear sky,2022-10-16 04:28:36
399,Umarkot,PK,25.3616,69.7362,87.91,18,34,2.91,scattered clouds,2022-10-16 04:28:36
400,Umea,SE,63.8284,20.2597,30.13,100,0,3.44,light snow,2022-10-16 04:28:37
401,Hearst,CA,49.6835,-83.6665,34.05,98,100,8.16,snow,2022-10-16 04:28:37
402,Asenovgrad,BG,42.0167,24.8667,45.88,93,75,0.0,broken clouds,2022-10-16 04:28:38
403,Kem,RU,64.9555,34.5793,47.08,83,100,12.33,overcast clouds,2022-10-16 04:28:39
404,Ust-Karsk,RU,52.7011,118.8077,38.48,50,81,10.45,broken clouds,2022-10-16 04:28:39
405,Zhezkazgan,KZ,47.8043,67.7144,51.78,46,40,2.24,moderate rain,2022-10-16 04:28:40
406,Coihaique,CL,-45.5752,-72.0662,48.81,87,0,4.61,clear sky,2022-10-16 04:28:40
407,Batu Arang,MY,3.3167,101.4667,85.55,85,100,2.44,overcast clouds,2022-10-16 04:28:41
408,Rosario Do Sul,BR,-30.2583,-54.9142,59.47,87,97,6.38,overcast clouds,2022-10-16 04:28:41
409,Sisimiut,GL,66.9395,-53.6735,33.19,59,100,16.53,overcast clouds,2022-10-16 04:28:42
410,Kargasok,RU,59.0556,80.8572,37.02,61,100,5.32,overcast clouds,2022-10-16 04:28:42
411,Paamiut,GL,61.994,-49.6678,37.18,65,3,8.12,clear sky,2022-10-16 04:28:43
412,Tazmalt,DZ,36.3868,4.3989,71.08,52,67,4.65,broken clouds,2022-10-16 04:28:43
413,Noumea,NC,-22.2763,166.4572,78.78,61,5,14.25,clear sky,2022-10-16 04:23:52
414,Kloulklubed,PW,7.0419,134.2556,84.7,69,90,2.39,overcast clouds,2022-10-16 04:28:44
415,Havelock,US,34.8791,-76.9013,71.58,81,0,6.91,clear sky,2022-10-16 04:28:45
416,Bambamarca,PE,-6.6833,-78.5333,51.8,95,100,3.33,overcast clouds,2022-10-16 04:28:45
417,Kanel,SN,15.4916,-13.1763,86.18,41,54,8.1,broken clouds,2022-10-16 04:28:46
418,Sola,VU,-13.8833,167.55,77.67,83,40,0.0,scattered clouds,2022-10-16 04:28:46
419,Vanimo,PG,-2.6741,141.3028,86.67,62,8,8.93,clear sky,2022-10-16 04:29:47
420,Capao Bonito,BR,-24.0058,-48.3494,61.0,98,100,6.33,overcast clouds,2022-10-16 04:29:48
421,Antofagasta,CL,-23.65,-70.4,56.48,70,29,3.24,scattered clouds,2022-10-16 04:29:48
422,Gaurnadi,BD,22.9667,90.2333,83.71,60,4,11.14,clear sky,2022-10-16 04:27:46
423,Channel-Port Aux Basques,CA,47.5702,-59.1367,52.59,93,100,19.17,overcast clouds,2022-10-16 04:29:50
424,Fort Saint James,CA,54.4333,-124.25,52.56,73,96,2.77,overcast clouds,2022-10-16 04:29:51
425,Kiunga,PG,-6.1219,141.2906,92.77,52,87,3.69,overcast clouds,2022-10-16 04:29:51
426,Port Keats,AU,-14.25,129.55,91.6,55,82,12.1,broken clouds,2022-10-16 04:29:52
427,Parbhani,IN,19.2667,76.7833,72.23,90,100,9.42,overcast clouds,2022-10-16 04:29:52
428,Houston,US,29.7633,-95.3633,77.13,82,75,12.66,broken clouds,2022-10-16 04:25:54
429,Christchurch,NZ,-43.5333,172.6333,63.48,62,0,12.66,clear sky,2022-10-16 04:25:51
430,Coquimbo,CL,-29.9533,-71.3436,53.33,93,100,3.44,overcast clouds,2022-10-16 04:29:53
431,Baykit,RU,61.67,96.37,33.01,74,100,2.89,overcast clouds,2022-10-16 04:29:54
432,La Colorada,PA,8.0167,-80.9833,76.64,97,100,5.53,overcast clouds,2022-10-16 04:29:55
433,Jalcocotan,MX,21.4667,-105.1167,74.48,93,97,3.18,overcast clouds,2022-10-16 04:29:55
434,Bonavista,CA,48.6499,-53.1147,51.75,76,100,6.38,overcast clouds,2022-10-16 04:29:56
435,Lamu,KE,-2.2717,40.902,75.42,85,32,8.1,light rain,2022-10-16 04:29:56
436,Puerto Carreno,CO,6.189,-67.4859,76.91,88,94,3.18,overcast clouds,2022-10-16 04:29:57
437,Bathsheba,BB,13.2167,-59.5167,81.21,83,40,13.8,scattered clouds,2022-10-16 04:29:57
438,Bose,IT,45.4612,8.0137,59.76,83,99,1.72,overcast clouds,2022-10-16 04:29:58
439,Oshnaviyeh,IR,37.0397,45.0983,58.44,35,3,5.32,clear sky,2022-10-16 04:29:58
440,Taungdwingyi,MM,20.0167,95.55,86.65,70,31,1.05,scattered clouds,2022-10-16 04:29:59
441,Ouargaye,BF,11.5033,0.0572,74.21,85,89,6.67,overcast clouds,2022-10-16 04:29:59
442,Peristasis,GR,40.2742,22.5411,58.21,79,2,4.5,clear sky,2022-10-16 04:30:00
443,Les Herbiers,FR,46.8667,-1.0167,56.91,96,98,4.65,overcast clouds,2022-10-16 04:30:00
444,Bima,ID,-8.4667,118.7167,90.03,58,97,5.64,overcast clouds,2022-10-16 04:30:01
445,Williams Lake,CA,52.1415,-122.1445,56.77,73,0,6.91,clear sky,2022-10-16 04:26:45
446,Kousseri,CM,12.0769,15.0306,69.76,83,100,3.44,overcast clouds,2022-10-16 04:30:02
447,Kysyl-Syr,RU,63.8986,122.7617,30.25,85,100,6.62,overcast clouds,2022-10-16 04:30:02
448,Methoni,GR,36.8197,21.7049,66.06,62,0,5.39,clear sky,2022-10-16 04:30:04
449,Athens,GR,37.9795,23.7162,64.17,73,20,9.22,few clouds,2022-10-16 04:27:38
